score,document_id
6,2855547
4,100316357
4,3372030
4,3813971
4,4835678
4,5466092
4,5466228
4,5480806
2,101064200
2,101207263
2,101208880
2,101262732
2,101620971
2,101621128
2,101621213
2,101678257
2,101678259
2,101678264
2,101678760
2,101679025
2,101679528
2,102310569
2,102311948
2,102313561
2,102313578
2,102323289
2,102323600
2,102323623
2,102323649
2,102323706
2,102323971
2,102324273
2,102327494
2,102327546
2,102327568
2,2583007
2,2660938
2,2662717
2,2937837
2,2964098
2,2984589
2,3005676
2,3572365
2,3584967
2,3592530
2,3603286
2,3618062
2,3626923
2,3630134
2,3639093
2,3660169
2,3679505
2,3728676
2,3796531
2,3798202
2,3810793
2,3811008
2,3822517
2,3823849
2,3847180
2,3876078
2,3962464
2,3985933
2,3988420
2,4018114
2,4037034
2,4046421
2,4048549
2,4082119
2,4086399
2,4180184
2,4395262
2,4438937
2,4453861
2,4462708
2,4463288
2,4494007
2,4563556
2,4595259
2,4595355
2,4595482
2,4595843
2,4605316
2,4614927
2,4622081
2,4702088
2,4720127
2,4757361
2,4775918
2,5043528
2,5171783
2,5201490
2,5201521
2,5378714
2,5466107
2,5466130
2,5480803
2,94687651
2,96379680
2,98555798
2,99072273
2,99600134
2,99601582
