score,document_id
44,2000004877074
42,2000002639301
30,2000004877058
26,2000004889512
24,2000004877079
14,2000005338691
14,2000005705006
12,2000002827544
12,2000002902656
12,2000002907039
12,2000004560319
12,2000004877188
12,2000005441008
12,2000005462972
10,2000002728379
10,2000002729071
10,2000002827301
10,2000002889670
10,2000002903663
10,2000002905818
10,2000002906003
10,2000004877093
10,2000004877133
10,2000005920979
10,2000006461978
8,2000002637872
8,2000002736165
8,2000002739248
8,2000002758556
8,2000002777535
8,2000002828029
8,2000002871995
8,2000002887282
8,2000002893321
8,2000002893550
8,2000002895299
8,2000002900342
8,2000002905017
8,2000002906601
8,2000002927630
8,2000004607307
8,2000004876981
8,2000004877077
8,2000004877131
8,2000004877195
8,2000005849711
8,2000005850271
8,2000005954413
6,2000002511785
6,2000002552386
6,2000002575866
6,2000002604306
6,2000002606869
6,2000002632610
6,2000002636096
6,2000002637707
6,2000002656899
6,2000002659998
6,2000002660138
6,2000002663310
6,2000002665431
6,2000002680359
6,2000002702807
6,2000002702900
6,2000002703045
6,2000002707778
6,2000002716941
6,2000002721251
6,2000002722118
6,2000002723483
6,2000002725841
6,2000002726308
6,2000002727981
6,2000002728147
6,2000002729503
6,2000002731854
6,2000002732336
6,2000002733625
6,2000002734105
6,2000002734164
6,2000002734226
6,2000002734296
6,2000002734829
6,2000002735777
6,2000002736702
6,2000002738984
6,2000002739031
6,2000002739038
6,2000002739041
6,2000002739047
6,2000002739144
6,2000002739434
6,2000002739463
6,2000002739492
6,2000002739495
6,2000002739524
6,2000002739585
6,2000002739850
6,2000002739988
6,2000002740359
6,2000002740628
6,2000002740801
6,2000002740894
6,2000002741474
6,2000002741704
6,2000002741872
6,2000002741945
6,2000002743337
6,2000002745686
6,2000002752188
6,2000002752997
6,2000002754142
6,2000002760545
6,2000002762523
6,2000002763439
6,2000002768709
6,2000002769108
6,2000002769595
6,2000002771741
6,2000002774431
6,2000002777187
6,2000002789110
6,2000002790794
6,2000002795644
6,2000002803741
6,2000002806376
6,2000002807284
6,2000002812932
6,2000002817755
6,2000002817804
6,2000002822453
6,2000002823148
6,2000002823319
6,2000002823753
6,2000002823777
6,2000002827468
6,2000002832859
6,2000002832954
6,2000002834269
6,2000002844287
6,2000002845854
6,2000002846244
6,2000002852985
6,2000002861932
6,2000002863708
6,2000002863875
6,2000002864885
6,2000002865953
6,2000002866055
6,2000002869800
6,2000002869884
6,2000002869994
6,2000002872051
6,2000002873032
6,2000002873151
6,2000002876606
6,2000002877457
6,2000002879786
6,2000002890908
6,2000002894027
6,2000002894224
6,2000002894383
6,2000002896370
6,2000002899970
6,2000002901075
6,2000002903562
6,2000002903732
6,2000002904422
6,2000002905773
6,2000002906305
6,2000002906340
6,2000002906873
6,2000002907407
6,2000002922968
6,2000002924655
6,2000002948276
6,2000004057459
6,2000004132559
6,2000004374790
6,2000004437472
6,2000004456650
6,2000004493058
6,2000004517230
6,2000004560320
6,2000004570498
6,2000004573157
6,2000004589885
6,2000004611166
6,2000004671748
6,2000004684708
6,2000004687548
6,2000004719056
6,2000004761671
6,2000004771319
6,2000004797136
6,2000004797310
6,2000004876946
6,2000004876965
6,2000004877063
6,2000004877072
6,2000004877139
6,2000004877146
6,2000004877173
6,2000004897561
6,2000005000546
6,2000005058412
6,2000005164781
6,2000005177227
6,2000005203428
6,2000005438195
6,2000005849771
6,2000005850241
6,2000005858114
6,2000005866896
6,2000005868912
6,2000005878564
6,2000005892118
6,2000005893070
6,2000006057918
6,2000006223484
6,2000007624399
6,2000007647612
6,2000007648204
6,2000007648225
6,2000007648841
6,2000007650047
4,2000002503732
4,2000002506003
4,2000002507489
4,2000002508635
4,2000002508686
4,2000002509607
4,2000002509808
4,2000002509925
4,2000002510336
4,2000002511167
4,2000002511236
4,2000002511268
4,2000002511336
4,2000002511358
4,2000002511377
4,2000002511821
4,2000002513067
4,2000002513581
4,2000002520646
4,2000002521218
4,2000002521321
4,2000002521643
4,2000002521914
4,2000002522699
4,2000002524134
4,2000002524316
4,2000002524877
4,2000002525351
4,2000002526802
4,2000002527387
4,2000002529491
4,2000002529616
4,2000002530183
4,2000002531446
4,2000002531559
4,2000002531593
4,2000002531929
4,2000002538488
4,2000002538514
4,2000002538852
4,2000002540867
4,2000002541178
4,2000002542823
4,2000002543369
4,2000002543868
4,2000002544258
4,2000002548883
4,2000002550818
4,2000002551158
4,2000002553129
4,2000002553252
4,2000002553417
4,2000002553802
4,2000002555526
4,2000002556128
4,2000002556222
4,2000002559988
4,2000002561530
4,2000002572948
4,2000002573085
4,2000002573413
4,2000002573865
4,2000002578719
4,2000002579796
4,2000002592361
4,2000002593744
4,2000002594207
4,2000002598169
4,2000002598810
4,2000002598822
4,2000002605761
4,2000002610758
4,2000002611636
4,2000002611684
4,2000002611746
4,2000002612712
4,2000002613419
4,2000002614291
4,2000002615610
4,2000002616525
4,2000002616994
4,2000002617281
4,2000002620272
4,2000002620416
4,2000002622162
4,2000002622401
4,2000002622622
4,2000002622626
4,2000002622917
4,2000002630220
4,2000002631489
4,2000002632288
4,2000002635125
4,2000002635317
4,2000002636879
4,2000002637633
4,2000002640105
4,2000002641574
4,2000002656358
4,2000002656560
4,2000002656745
4,2000002658201
4,2000002658204
4,2000002658557
4,2000002659083
4,2000002659383
4,2000002660017
4,2000002660668
4,2000002661457
