score,document_id
8,2000002700291
8,2000002700400
6,2000003856482
6,2000004535192
6,2000005814470
4,2000002507367
4,2000002559440
4,2000002576326
4,2000002577661
4,2000002708521
4,2000002759895
4,2000002789513
4,2000002795668
4,2000002856144
4,2000002940670
4,2000003690343
4,2000003752378
4,2000003765456
4,2000003777292
4,2000003787391
4,2000003796740
4,2000003813079
4,2000003843954
4,2000003907279
4,2000003907428
4,2000003907436
4,2000003908498
4,2000003927542
4,2000004024541
4,2000004127319
4,2000004146436
4,2000004207940
4,2000004219178
4,2000004224932
4,2000004252091
4,2000004262139
4,2000004274310
4,2000004278000
4,2000004304968
4,2000004382259
4,2000004400852
4,2000004419707
4,2000004434787
4,2000004595031
4,2000004597302
4,2000004629063
4,2000004691467
4,2000004692721
4,2000004699300
4,2000004763498
4,2000004853046
4,2000005694089
4,2000005721273
4,2000005908468
4,2000006704051
2,2000002518400
2,2000002519436
2,2000002519512
2,2000002519703
2,2000002528715
2,2000002529899
2,2000002537343
2,2000002540816
2,2000002558217
2,2000002560478
2,2000002571116
2,2000002572064
2,2000002572597
2,2000002573387
2,2000002573815
2,2000002574012
2,2000002574181
2,2000002574350
2,2000002574998
2,2000002580520
2,2000002597882
2,2000002599631
2,2000002600452
2,2000002600499
2,2000002600583
2,2000002600739
2,2000002601132
2,2000002608229
2,2000002613543
2,2000002616507
2,2000002616551
2,2000002616692
2,2000002637743
2,2000002645096
2,2000002645157
2,2000002649721
2,2000002656533
2,2000002676511
2,2000002676693
2,2000002679780
2,2000002686793
2,2000002691383
2,2000002691511
2,2000002696637
2,2000002703045
2,2000002707149
2,2000002710148
2,2000002710329
2,2000002712274
2,2000002716453
2,2000002718622
2,2000002721494
2,2000002721547
2,2000002722692
2,2000002722827
2,2000002733120
2,2000002754448
2,2000002754481
2,2000002758377
2,2000002759800
2,2000002759809
2,2000002760557
2,2000002761996
2,2000002767889
2,2000002774015
2,2000002774110
2,2000002777089
2,2000002784823
2,2000002784855
2,2000002785148
2,2000002786225
2,2000002786740
2,2000002786745
2,2000002786996
2,2000002793332
2,2000002795691
2,2000002800139
2,2000002801844
2,2000002807187
2,2000002811517
2,2000002811693
2,2000002813485
2,2000002816701
2,2000002817745
2,2000002817758
2,2000002817808
2,2000002825057
2,2000002834921
2,2000002835062
2,2000002845876
2,2000002845980
2,2000002851034
2,2000002851130
2,2000002851822
2,2000002855987
2,2000002859523
2,2000002864714
2,2000002864879
2,2000002866933
2,2000002867080
2,2000002868496
2,2000002875477
2,2000002876489
2,2000002889300
2,2000002889425
2,2000002917341
2,2000002919453
2,2000002929242
2,2000003688618
2,2000003697402
2,2000003699441
2,2000003702687
2,2000003702911
2,2000003709522
2,2000003709796
2,2000003712358
2,2000003730290
2,2000003733466
2,2000003733574
2,2000003734795
2,2000003735738
2,2000003736552
2,2000003746291
2,2000003746438
2,2000003750763
2,2000003750960
2,2000003751611
2,2000003753059
2,2000003753502
2,2000003756877
2,2000003757685
2,2000003757957
2,2000003758420
2,2000003759293
2,2000003759296
2,2000003763953
2,2000003778733
2,2000003779108
2,2000003779109
2,2000003779234
2,2000003781169
2,2000003784034
2,2000003784239
2,2000003784923
2,2000003787373
2,2000003787428
2,2000003787498
2,2000003787500
2,2000003787501
2,2000003791170
2,2000003791172
2,2000003794449
2,2000003794740
2,2000003796489
2,2000003796814
2,2000003800145
2,2000003800340
2,2000003801884
2,2000003807405
2,2000003808240
2,2000003813817
2,2000003820718
2,2000003835420
2,2000003835502
2,2000003835545
2,2000003838013
2,2000003838251
2,2000003841753
2,2000003842001
2,2000003842905
2,2000003844130
2,2000003844300
2,2000003847545
2,2000003852021
2,2000003854800
2,2000003860243
2,2000003862916
2,2000003863955
2,2000003871333
2,2000003871454
2,2000003882023
2,2000003882630
2,2000003883987
2,2000003884556
2,2000003886447
2,2000003886466
2,2000003888286
2,2000003890859
2,2000003892420
2,2000003901932
2,2000003910110
2,2000003910729
2,2000003910840
2,2000003910874
2,2000003910967
2,2000003910972
2,2000003913171
2,2000003914751
2,2000003921100
2,2000003921412
2,2000003927541
2,2000003934605
2,2000003936411
2,2000003942744
2,2000003947453
2,2000003952883
2,2000003954239
2,2000003955854
2,2000003956086
2,2000003956092
2,2000003967221
2,2000003975430
2,2000003977561
2,2000003994167
2,2000003994291
2,2000003997209
2,2000003997435
2,2000004000460
2,2000004002290
2,2000004002291
2,2000004002572
2,2000004002921
2,2000004004161
2,2000004006577
2,2000004006848
2,2000004008136
2,2000004010692
2,2000004011566
2,2000004011807
2,2000004011910
2,2000004012134
2,2000004012260
2,2000004012688
2,2000004013505
2,2000004015723
2,2000004016693
2,2000004016936
2,2000004017382
2,2000004017636
2,2000004018492
2,2000004030418
2,2000004031879
2,2000004033723
2,2000004033917
2,2000004038120
2,2000004044004
2,2000004044682
2,2000004045937
2,2000004045940
2,2000004045990
2,2000004048945
2,2000004053231
2,2000004054479
2,2000004060963
2,2000004077990
2,2000004081841
2,2000004082051
2,2000004082559
2,2000004082718
2,2000004083246
2,2000004083342
2,2000004087256
2,2000004090263
2,2000004092284
2,2000004095644
2,2000004098752
2,2000004098753
2,2000004100356
2,2000004101530
2,2000004105821
2,2000004106781
2,2000004107818
2,2000004112853
2,2000004113889
2,2000004114085
2,2000004115019
2,2000004115834
2,2000004118039
2,2000004119037
2,2000004125350
2,2000004125565
2,2000004126458
2,2000004127018
2,2000004127028
2,2000004127297
2,2000004127344
2,2000004128667
2,2000004134229
2,2000004135565
2,2000004139050
2,2000004139748
2,2000004141959
2,2000004142464
2,2000004142465
2,2000004143404
2,2000004164728
2,2000004168770
2,2000004171989
2,2000004173452
2,2000004177278
2,2000004178351
2,2000004179675
2,2000004181094
2,2000004182191
2,2000004182192
2,2000004183119
2,2000004185808
2,2000004187982
2,2000004187983
2,2000004189649
2,2000004200013
2,2000004200482
2,2000004202190
2,2000004202197
2,2000004209036
2,2000004213021
2,2000004215067
2,2000004217015
2,2000004217025
2,2000004218681
2,2000004225847
2,2000004226096
2,2000004226748
2,2000004231847
2,2000004246916
2,2000004247886
2,2000004248540
2,2000004248541
2,2000004249598
2,2000004251845
2,2000004252043
2,2000004252051
2,2000004252830
2,2000004255393
2,2000004255524
2,2000004258745
2,2000004260603
2,2000004261954
2,2000004262076
2,2000004262145
2,2000004267171
2,2000004267223
2,2000004267224
2,2000004268346
2,2000004269234
2,2000004273325
2,2000004274816
2,2000004275022
2,2000004277454
2,2000004280170
2,2000004282489
2,2000004284858
2,2000004285841
2,2000004304160
2,2000004304948
2,2000004308560
2,2000004311517
2,2000004318006
2,2000004321196
2,2000004321436
2,2000004322688
2,2000004338154
2,2000004339672
2,2000004342707
2,2000004345991
