score,document_id
12,2000006527460
8,2000006519543
6,2000002707509
6,2000003691088
6,2000004201285
6,2000006486341
6,2000006529544
4,2000002554004
4,2000002558956
4,2000002636671
4,2000002638064
4,2000002645444
4,2000002649721
4,2000002714114
4,2000002716096
4,2000002731590
4,2000002806612
4,2000002819504
4,2000002819569
4,2000002826396
4,2000002826463
4,2000002940923
4,2000003691412
4,2000004684698
4,2000004813963
4,2000006513924
4,2000006530953
4,2000006531228
4,2000006655963
2,2000002536233
2,2000002558837
2,2000002632546
2,2000002634491
2,2000002634641
2,2000002643277
2,2000002645002
2,2000002681215
2,2000002699721
2,2000002711597
2,2000002727705
2,2000002731516
2,2000002731596
2,2000002766785
2,2000002771203
2,2000002771223
2,2000002771480
2,2000002771559
2,2000002776565
2,2000002783373
2,2000002806373
2,2000002806379
2,2000002811976
2,2000002841083
2,2000002872771
2,2000002879272
2,2000002884383
2,2000002899778
2,2000002905332
2,2000002905350
2,2000002907354
2,2000002909420
2,2000002916953
2,2000002924413
2,2000002924693
2,2000002938899
2,2000003689536
2,2000003731339
2,2000003734622
2,2000003764372
2,2000003773023
2,2000003818926
2,2000003891940
2,2000003903425
2,2000003909342
2,2000003919493
2,2000004191527
2,2000004293005
2,2000004359124
2,2000004425323
2,2000004434307
2,2000004435398
2,2000004484528
2,2000004493734
2,2000004801535
2,2000004801689
2,2000004801774
2,2000004807723
2,2000005131107
2,2000005132239
2,2000005139441
2,2000005403343
2,2000005491687
2,2000005495424
2,2000005862833
2,2000006071086
2,2000006153542
2,2000006280659
2,2000006281640
2,2000006431669
2,2000006504267
2,2000006515391
2,2000006522308
2,2000006531823
2,2000006591611
2,2000006592387
2,2000006655320
2,2000006663552
2,2000007629716
2,2000007682182
