score,document_id
8,2000004229200
6,2000002849778
6,2000003929433
6,2000003930123
6,2000004127028
6,2000004127344
6,2000004211291
6,2000004220691
6,2000004228591
6,2000004875585
4,2000002745339
4,2000002770811
4,2000003713601
4,2000003715427
4,2000003777292
4,2000003783136
4,2000003784568
4,2000003805024
4,2000003808165
4,2000003908337
4,2000003926635
4,2000003928431
4,2000004086972
4,2000004087211
4,2000004118381
4,2000004121069
4,2000004127328
4,2000004142535
4,2000004210231
4,2000004210710
4,2000004211179
4,2000004211233
4,2000004211290
4,2000004218583
4,2000004224101
4,2000004227520
4,2000004228090
4,2000004261235
4,2000004266502
4,2000004428357
4,2000004571566
4,2000004765575
4,2000005472507
2,2000002517522
2,2000002543560
2,2000002546803
2,2000002559440
2,2000002560252
2,2000002560413
2,2000002561508
2,2000002561618
2,2000002619469
2,2000002636716
2,2000002649721
2,2000002681891
2,2000002687288
2,2000002726990
2,2000002727705
2,2000002728604
2,2000002739042
2,2000002780340
2,2000002782855
2,2000002784423
2,2000002792564
2,2000002795185
2,2000002795942
2,2000002796917
2,2000002804553
2,2000002806375
2,2000002806421
2,2000002808795
2,2000002870799
2,2000002870948
2,2000002871308
2,2000003688190
2,2000003688584
2,2000003693814
2,2000003698823
2,2000003698887
2,2000003700806
2,2000003701406
2,2000003702837
2,2000003703177
2,2000003705081
2,2000003705141
2,2000003713588
2,2000003716447
2,2000003721384
2,2000003722934
2,2000003723668
2,2000003730853
2,2000003732117
2,2000003743056
2,2000003743189
2,2000003750889
2,2000003755107
2,2000003755109
2,2000003755111
2,2000003764632
2,2000003766373
2,2000003767158
2,2000003767217
2,2000003770236
2,2000003770237
2,2000003771688
2,2000003772084
2,2000003773735
2,2000003777187
2,2000003777839
2,2000003777905
2,2000003779182
2,2000003780184
2,2000003783635
2,2000003784323
2,2000003784776
2,2000003785999
2,2000003794179
2,2000003797457
2,2000003797459
2,2000003797664
2,2000003797725
2,2000003798025
2,2000003800413
2,2000003800858
2,2000003800859
2,2000003801620
2,2000003803947
2,2000003804078
2,2000003804085
2,2000003804152
2,2000003805026
2,2000003805031
2,2000003805625
2,2000003805799
2,2000003806187
2,2000003806719
2,2000003806721
2,2000003806723
2,2000003806972
2,2000003807107
2,2000003807129
2,2000003807154
2,2000003807159
2,2000003807163
2,2000003807183
2,2000003807210
2,2000003807212
2,2000003807213
2,2000003807885
2,2000003808295
2,2000003808565
2,2000003813871
2,2000003815220
2,2000003815410
2,2000003823890
2,2000003834830
2,2000003835052
2,2000003841914
2,2000003845322
2,2000003849601
2,2000003851748
2,2000003853266
2,2000003859649
2,2000003860142
2,2000003860235
2,2000003862473
2,2000003863319
2,2000003864302
2,2000003876233
2,2000003882023
2,2000003885353
2,2000003889953
2,2000003891230
2,2000003895365
2,2000003898763
2,2000003916596
2,2000003920175
2,2000003920232
2,2000003921967
2,2000003925995
2,2000003926890
2,2000003927288
2,2000003927431
2,2000003927435
2,2000003927491
2,2000003927549
2,2000003928430
2,2000003928550
2,2000003928657
2,2000003928732
2,2000003928975
2,2000003928982
2,2000003928990
2,2000003929382
2,2000003929624
2,2000003938684
2,2000003941919
2,2000003945867
2,2000003947000
2,2000003947929
2,2000003948322
2,2000003950430
2,2000003951011
2,2000003961095
2,2000003970048
2,2000003978136
2,2000003987807
2,2000004010384
2,2000004019389
2,2000004035712
2,2000004048021
2,2000004051048
2,2000004053529
2,2000004058386
2,2000004064022
2,2000004074606
2,2000004081244
2,2000004089685
2,2000004095639
2,2000004097149
2,2000004099070
2,2000004101590
2,2000004101595
2,2000004101597
2,2000004102620
2,2000004102624
2,2000004102626
2,2000004102788
2,2000004102863
2,2000004104553
2,2000004105097
2,2000004107222
2,2000004111747
2,2000004118039
2,2000004118126
2,2000004127017
2,2000004127018
2,2000004127201
2,2000004127255
2,2000004127582
2,2000004127778
2,2000004128667
2,2000004128668
2,2000004129162
2,2000004129669
2,2000004130133
2,2000004139395
2,2000004151574
2,2000004174638
2,2000004177397
2,2000004177539
2,2000004182640
2,2000004184035
2,2000004185875
2,2000004197614
2,2000004197656
2,2000004197859
2,2000004198245
2,2000004201240
2,2000004202878
2,2000004203710
2,2000004204068
2,2000004206234
2,2000004207169
2,2000004207230
2,2000004207532
2,2000004207708
2,2000004207863
2,2000004207911
2,2000004208166
2,2000004208305
2,2000004208403
2,2000004208588
2,2000004208591
2,2000004208626
2,2000004208829
2,2000004209152
2,2000004209347
2,2000004209355
2,2000004209455
2,2000004209710
2,2000004210170
2,2000004210301
2,2000004210303
2,2000004210308
2,2000004210311
2,2000004210315
2,2000004210786
2,2000004210895
2,2000004211929
2,2000004212250
2,2000004212854
2,2000004213028
2,2000004214470
2,2000004214566
2,2000004215297
2,2000004215645
2,2000004217483
2,2000004218203
2,2000004218516
2,2000004218734
2,2000004218741
2,2000004218869
2,2000004219706
2,2000004219728
2,2000004220313
2,2000004220571
2,2000004220600
2,2000004221040
2,2000004221743
2,2000004222173
2,2000004222313
2,2000004222315
2,2000004223766
2,2000004224450
2,2000004224850
2,2000004225523
2,2000004225989
2,2000004226510
2,2000004226879
2,2000004227020
2,2000004227350
2,2000004228166
2,2000004228693
2,2000004228723
2,2000004229060
2,2000004229201
2,2000004229202
2,2000004229261
2,2000004229276
2,2000004232526
2,2000004233639
2,2000004247069
2,2000004248714
2,2000004248963
2,2000004249598
2,2000004249651
2,2000004252830
2,2000004260949
2,2000004262139
2,2000004262148
2,2000004262163
2,2000004262545
2,2000004263040
2,2000004266753
2,2000004266895
2,2000004267102
2,2000004267281
2,2000004267675
2,2000004267678
2,2000004268342
2,2000004275952
2,2000004277455
2,2000004289395
2,2000004290596
2,2000004292356
2,2000004292641
2,2000004293110
2,2000004294618
2,2000004296959
2,2000004297194
2,2000004303027
2,2000004347653
2,2000004356912
2,2000004360154
2,2000004364148
2,2000004367751
2,2000004367885
2,2000004386944
2,2000004390151
2,2000004393114
2,2000004393670
2,2000004399220
2,2000004399773
2,2000004401970
2,2000004402537
2,2000004403076
2,2000004403493
2,2000004403627
2,2000004403764
2,2000004419052
2,2000004420886
2,2000004424054
2,2000004428148
2,2000004432975
2,2000004439907
2,2000004439910
2,2000004439913
2,2000004456246
2,2000004469640
2,2000004484807
2,2000004493607
2,2000004507887
2,2000004515285
2,2000004522709
2,2000004523945
2,2000004526296
2,2000004527414
2,2000004527415
2,2000004530988
2,2000004531784
2,2000004532337
2,2000004533483
2,2000004533981
2,2000004539601
2,2000004542699
2,2000004547946
2,2000004551627
2,2000004561043
2,2000004561067
2,2000004561171
2,2000004561241
2,2000004561245
2,2000004564652
2,2000004567857
2,2000004568200
2,2000004568439
2,2000004572379
2,2000004578265
2,2000004594103
2,2000004598632
2,2000004604934
2,2000004605024
2,2000004608546
2,2000004612350
2,2000004619203
2,2000004629619
2,2000004639771
2,2000004647758
2,2000004647864
2,2000004650323
2,2000004657276
2,2000004658431
2,2000004659162
2,2000004659225
2,2000004667900
2,2000004671032
