score,document_id
2,20-32680
2,3-5099529
2,3-5101800
2,3-5102923
2,3-5104355
2,3-5106001
2,3-5112834
2,3-5116998
2,3-5117484
2,3-5117847
2,3-5136163
2,3-5136212
2,3-5215179
2,3-5744276
2,3-5744278
2,3-6073667
2,3-7510406
2,3-9410542
