score,document_id
4,100059778
4,100059859
4,100059912
4,100393317
4,100393964
4,100395755
4,100396574
4,101245924
4,101245932
4,101245944
4,101424773
4,101434523
2,100501727
2,100761468
2,100761475
2,100861149
2,100861224
2,101024158
2,101024268
2,101195367
2,101207670
2,101207681
2,101207686
2,101229443
2,101246039
2,101407662
2,101407705
2,101407769
2,101408040
2,101424581
2,101430479
2,101430538
2,101435258
2,101435451
2,101445091
2,101533642
2,101533723
2,101533798
2,101533966
2,101534281
2,101536118
2,101536130
2,101539496
2,101543694
2,101605335
2,101605611
2,101605625
2,101621213
2,101748261
2,101748344
2,101762760
2,101762773
2,101762785
2,101778454
2,101971062
2,102104924
2,102111027
2,102111220
2,102151467
2,102151468
2,102151572
2,102151828
2,102193340
2,102193386
2,102193469
2,102344567
2,102377762
2,102507872
2,102507978
2,102507981
2,102509963
2,102509971
2,102510000
2,102510166
2,102510305
2,102510309
2,102510486
2,99072273
2,99072765
2,99074101
2,99949939
2,99950078
