score,document_id
4,2720617
4,3004981
4,3813971
4,3823756
4,3945664
4,4094826
4,4168478
4,4638025
4,5612371
4,94560647
2,100207979
2,100209147
2,100211450
2,100212481
2,101826667
2,2519953
2,2552979
2,2664980
2,2667101
2,2707921
2,2730792
2,2819715
2,2819745
2,2820690
2,2820699
2,2839347
2,2855009
2,2900494
2,2913813
2,2938403
2,2940782
2,2943646
2,2945312
2,3291566
2,3546187
2,3573388
2,3576569
2,3578007
2,3578969
2,3585862
2,3595116
2,3603286
2,3618062
2,3620055
2,3626434
2,3626923
2,3639320
2,3690775
2,3717959
2,3744138
2,3760909
2,3761898
2,3766901
2,3767656
2,3777401
2,3788303
2,3788481
2,3789512
2,3789868
2,3798760
2,3809071
2,3809360
2,3810793
2,3811008
2,3822793
2,3825118
2,3856731
2,3857570
2,3857576
2,3857861
2,3858912
2,3866131
2,3868080
2,3868081
2,3896315
2,3899220
2,3905232
2,3908990
2,3909325
2,3946124
2,3947573
2,3986188
2,3995063
2,4006459
2,4046421
2,4046797
2,4046825
2,4059482
2,4069891
2,4104523
2,4113824
2,4135301
2,4159845
2,4192701
2,4202083
2,4246447
2,4251485
2,4261192
2,4264148
2,4347202
2,4383550
2,4416879
2,4487004
2,4570315
2,4577001
2,4579768
2,4586846
2,4595337
2,4595512
2,4595896
2,4596855
2,4602252
2,4602565
2,4622753
2,4639336
2,4640825
2,4641348
2,4641506
2,4641578
2,4641610
2,4641679
2,4641713
2,4656938
2,4676172
2,4691706
2,4703334
2,4703347
2,4709785
2,4711260
2,4722975
2,4722985
2,4792137
2,4810959
2,4811268
2,4811344
2,4833036
2,4846244
2,4846246
2,4846249
2,4884684
2,4888861
2,4913458
2,4914058
2,4937374
2,4937742
2,4944510
2,4944537
2,4953874
2,4954259
2,4964787
2,4965213
2,4999160
2,5021180
2,5233362
2,5246602
2,5290776
2,5307835
2,5314465
2,5321307
2,5321332
2,5322981
2,5323319
2,5323350
2,5464466
2,5481469
2,5502243
2,5509677
2,5516504
2,5519946
2,5523952
2,5534402
2,5534447
2,5534461
2,5534469
2,5547961
2,5548107
2,5564873
2,5611697
2,5611734
2,5612361
2,5612455
2,5626606
2,5626949
2,5628723
2,5638316
2,5638317
2,94576640
2,94578489
2,94687821
2,96086848
2,96086934
2,97984457
